userName,at,score,content,polarity_score,sentiment,content_stopwords,tokenized_stemmed,cleaned_tokenized_stemmed
Elly m,7/21/2023 18:15,3,setelah kita atur ulang smartphone kenapa nggak bisa langsung masuk lagi ya harus hubungi center  lagi,-8,NEGATIVE,kita atur ulang smartphone nggak langsung masuk ya hubungi center ,"['atur', 'ulang', 'smartphone', 'nggak', 'langsung', 'masuk', 'ya', 'hubung', 'center']",atur ulang smartphone nggak langsung masuk ya hubung center
Arfaa,7/20/2023 14:40,1,saya sudah isi token listrik saat saya keluar dari aplikasi  malah kode untuk isi token  hilang mau dipencet yang di riwayat transaksi malah enggak bisa dibuka,-19,NEGATIVE,sudah isi token listrik saya keluar aplikasi  malah kode isi token  hilang mau dipencet di riwayat transaksi malah enggak dibuka,"['isi', 'token', 'listrik', 'aplikasi', 'kode', 'isi', 'token', 'hilang', 'pencet', 'riwayat', 'transaksi', 'buka']",isi token listrik aplikasi kode isi token hilang pencet riwayat transaksi buka
Dani Dani,7/20/2023 9:25,5,oke bagus tingkatkan lagi,1,POSITIVE,oke bagus tingkatkan,"['oke', 'bagus', 'tingkat']",oke bagus tingkat
Herlina Lina,7/18/2023 13:49,3,apakah mendaftarnya harus ke bank dulu,-5,NEGATIVE,mendaftarnya ke bank dulu,"['daftar', 'bank']",daftar bank
Toko Anicaca Penan Q,7/17/2023 12:53,5,bank aceh sangat membantu masyarakat terimakasih bank aceh tercinta,6,POSITIVE,bank aceh sangat membantu masyarakat terimakasih bank aceh tercinta,"['bank', 'aceh', 'bantu', 'masyarakat', 'terimakasih', 'bank', 'aceh', 'cinta']",bank aceh bantu masyarakat terimakasih bank aceh cinta
Rizki M,7/16/2023 12:31,4,tolong di tambahkan untuk top up saldo dana karena top up wallet dana yang paling di minati,15,POSITIVE,tambahkan top up saldo dana top up wallet dana paling di minati,"['tambah', 'top', 'up', 'saldo', 'dana', 'top', 'up', 'wallet', 'dana', 'minat']",tambah top up saldo dana top up wallet dana minat
teuku faris,7/14/2023 1:38,1,qris suka enggak bisa digunakan,2,POSITIVE,qris suka enggak digunakan,"['qris', 'suka']",qris suka
Sahidin Petopang,7/14/2023 0:24,1,susah masuk katanya periksa koneksi anda padahal koneksi internet bagus,-15,NEGATIVE,susah masuk katanya periksa koneksi padahal koneksi internet bagus,"['susah', 'masuk', 'periksa', 'koneksi', 'koneksi', 'internet', 'bagus']",susah masuk periksa koneksi koneksi internet bagus
Nazar Effendi,7/11/2023 10:34,1,bank hana jelas ta komplen masalah peng hana di tameng pengiriman payah preh  uroe ngon peng meu karat,-14,NEGATIVE,bank hana jelas ta komplen masalah peng hana tameng pengiriman payah preh  uroe ngon peng meu karat,"['bank', 'hana', 'ta', 'komplen', 'peng', 'hana', 'tameng', 'kirim', 'payah', 'preh', 'uroe', 'ngon', 'peng', 'meu', 'karat']",bank hana ta komplen peng hana tameng kirim payah preh uroe ngon peng meu karat
Teuku Irfan,7/10/2023 21:20,4,kalau bisa mohon di tingkatkan menu untuk pembayaran toko online dan top up uang seperti traveloka listrik pdam shoppe tokopedia blibli lazada bukalapak ovo linkaja dana beli pulsa dan tidak di kenakan biaya apapun pada saat melakukan transaksi agar mempermudah setiap nasabah melakukan transaksi tentunya dimana pun dan kapan pun kalau bisa ditambah lagi menu rekening koran untuk dapat melihat secara menyeluruh semua riwayat transaksi baik itu pengeluaran dan pemasukan dana tersebut,-4,NEGATIVE,kalau mohon tingkatkan menu pembayaran toko online top up uang traveloka listrik pdam shoppe tokopedia blibli lazada bukalapak ovo linkaja dana beli pulsa tidak kenakan biaya apapun saat melakukan transaksi mempermudah nasabah melakukan transaksi tentunya kapan pun kalau ditambah menu rekening koran dapat melihat menyeluruh semua riwayat transaksi baik pengeluaran pemasukan dana tersebut,"['mohon', 'tingkat', 'menu', 'bayar', 'toko', 'online', 'top', 'up', 'uang', 'traveloka', 'listrik', 'pdam', 'shoppe', 'tokopedia', 'blibli', 'lazada', 'bukalapak', 'ovo', 'linkaja', 'dana', 'beli', 'pulsa', 'kena', 'biaya', 'apa', 'transaksi', 'mudah', 'nasabah', 'transaksi', 'tambah', 'menu', 'rekening', 'koran', 'riwayat', 'transaksi', 'keluar', 'pasu', 'dana']",mohon tingkat menu bayar toko online top up uang traveloka listrik pdam shoppe tokopedia blibli lazada bukalapak ovo linkaja dana beli pulsa kena biaya apa transaksi mudah nasabah transaksi tambah menu rekening koran riwayat transaksi keluar pasu dana
Firmansyah,7/10/2023 20:02,3,kenapa nggak bisa buka aplikasi action bank aceh berhenti di lambang action saja,-11,NEGATIVE,nggak buka aplikasi action bank aceh berhenti lambang action,"['nggak', 'buka', 'aplikasi', 'action', 'bank', 'aceh', 'henti', 'lambang', 'action']",nggak buka aplikasi action bank aceh henti lambang action
Bambang Rahmadi Simeulue,7/8/2023 19:09,4,aplikasinya bagus kedepan agar biaya admin transfer sesama bank antar bank pembelian pulsa dan token listrik agar lebih murah sehingga aplikasi ini dapat digunakan untuk transaksi lebih sering lagi untuk keperluan jualan,5,POSITIVE,aplikasinya bagus kedepan biaya admin transfer sesama bank antar bank pembelian pulsa token listrik lebih murah aplikasi dapat digunakan transaksi lebih sering untuk keperluan jualan,"['aplikasi', 'bagus', 'depan', 'biaya', 'admin', 'transfer', 'bank', 'bank', 'beli', 'pulsa', 'token', 'listrik', 'murah', 'aplikasi', 'transaksi', 'perlu', 'jual']",aplikasi bagus depan biaya admin transfer bank bank beli pulsa token listrik murah aplikasi transaksi perlu jual
Adrian Chandra,7/8/2023 12:53,5,sampai saat ini masih oke semuanya,-3,NEGATIVE,saat masih oke semuanya,['oke'],oke
armin asela,7/7/2023 15:05,2,aplikasi  sudah oke tapi kecewa ketika data smartphone terulang atau hilang semua untuk pengaktifin kembali terlalu sulit nggak cukup dengan isi data saja harus datangi operator terdekat lagi sementara pelayan dari sang operator pun nggak memuaskan nggak menguasai program,-42,NEGATIVE,aplikasi  oke kecewa data smartphone terulang hilang semua pengaktifin terlalu sulit cukup isi data harus datangi operator terdekat sementara pelayan sang operator memuaskan nggak menguasai program,"['aplikasi', 'oke', 'kecewa', 'data', 'smartphone', 'ulang', 'hilang', 'pengaktifin', 'sulit', 'isi', 'data', 'datang', 'operator', 'dekat', 'layan', 'sang', 'operator', 'muas', 'nggak', 'kuasa', 'program']",aplikasi oke kecewa data smartphone ulang hilang pengaktifin sulit isi data datang operator dekat layan sang operator muas nggak kuasa program
Tempat Unduhan,7/6/2023 15:24,1,ini maksudnya apa tiba tabungan saya ada potongan pajaknya pajak apa ini seenaknya ngambil uang orang ini enggak ada sebelumnya kenapa ada potongan pajak tanpa pemberitahuan sebelumnya ini pencurian,-24,NEGATIVE,maksudnya apa tiba tabungan potongan pajaknya pajak apa seenaknya ngambil uang orang enggak ada sebelumnya ada potongan pajak pemberitahuan sebelumnya pencurian,"['maksud', 'tabung', 'potong', 'pajak', 'pajak', 'ngambil', 'uang', 'orang', 'potong', 'pajak', 'pemberitahuan', 'curi']",maksud tabung potong pajak pajak ngambil uang orang potong pajak pemberitahuan curi
Okta Tul,7/4/2023 23:05,1,bank enggak berguna sumpah,5,POSITIVE,bank enggak berguna sumpah,"['bank', 'guna', 'sumpah']",bank guna sumpah
bitqet,7/4/2023 12:14,3,fitur sudah sangat memuaskan untuk fungsi transfer pembayaran dan juga topup akan tetapi untuk topup digital dana belum bisa dilakukan mudahan kedepannya ada penambahan fitur,7,POSITIVE,fitur sangat memuaskan fungsi transfer pembayaran juga topup tetapi topup digital dana bisa dilakukan mudahan kedepannya penambahan fitur,"['fitur', 'muas', 'fungsi', 'transfer', 'bayar', 'topup', 'topup', 'digital', 'dana', 'mudah', 'depan', 'tambah', 'fitur']",fitur muas fungsi transfer bayar topup topup digital dana mudah depan tambah fitur
fahrol Saja,7/4/2023 12:02,1,kakak tidak bisa mengatur sidik jari,-9,NEGATIVE,kakak bisa mengatur sidik jari,"['kakak', 'atur', 'sidik', 'jari']",kakak atur sidik jari
Luqman Hakim,7/2/2023 11:12,2,ribet kalau mau tukar perangkat harus ke bank dulu dan menunggu paling cepat  jam untuk di setujui alternatif kontak layanan enggak gratis alias makan pulsa,-9,NEGATIVE,ribet kalau mau tukar perangkat ke bank dulu menunggu paling cepat  jam di setujui alternatif kontak layanan enggak gratis alias makan pulsa,"['ribet', 'tukar', 'perangkat', 'bank', 'tunggu', 'cepat', 'jam', 'tuju', 'alternatif', 'kontak', 'layan', 'gratis', 'alias', 'makan', 'pulsa']",ribet tukar perangkat bank tunggu cepat jam tuju alternatif kontak layan gratis alias makan pulsa
Akmal Mahdi,7/2/2023 2:22,4,tolong ditambahkan top up ke akun dana karena banyak yang pakai,4,POSITIVE,ditambahkan top up akun dana banyak pakai,"['top', 'up', 'akun', 'dana', 'pakai']",top up akun dana pakai
Infinix hot10,6/24/2023 1:21,1,mohon maaf ini saya baru saja mau daftar tapi mengapa susah ya caranya perasaan salah terus,-8,NEGATIVE,mohon maaf saya baru mau daftar mengapa susah caranya perasaan salah terus,"['mohon', 'maaf', 'daftar', 'susah', 'asa', 'salah']",mohon maaf daftar susah asa salah
Handy Lamno,6/23/2023 13:07,2,mau daftar tapi pesan yang muncul data tidak ditemukan padahal atm sudah di aktifkan,-13,NEGATIVE,mau daftar pesan muncul data ditemukan padahal atm di aktifkan,"['daftar', 'pesan', 'muncul', 'data', 'temu', 'atm', 'aktif']",daftar pesan muncul data temu atm aktif
Hilinawati 1964,6/21/2023 18:27,5,memudahkan kita mau transaksi listrik dan paket internet,14,POSITIVE,memudahkan mau transaksi listrik paket internet,"['mudah', 'transaksi', 'listrik', 'paket', 'internet']",mudah transaksi listrik paket internet
Agung Syahputra,6/20/2023 1:54,1,bagaimana daftar  saya daftar mengapa nggak bisa kalau daftar  melalui bank aceh langsung buat apa aplikasi  nggak bisa daftar online percuma unduh aplikasi ini jawaban admin  pasti suruh datang ke kantor bank aceh nggak ada solusinya di aplikasi atau admin  mending hapus ini aplikasi,-23,NEGATIVE,bagaimana daftar  daftar kalau daftar  melalui bank aceh langsung buat apa aplikasi  bisa daftar online percuma unduh aplikasi jawaban admin  suruh datang kantor bank aceh nggak ada solusinya aplikasi admin  mending hapus aplikasi,"['daftar', 'daftar', 'daftar', 'bank', 'aceh', 'langsung', 'aplikasi', 'daftar', 'online', 'unduh', 'aplikasi', 'admin', 'suruh', 'kantor', 'bank', 'aceh', 'nggak', 'solusi', 'aplikasi', 'admin', 'mending', 'hapus', 'aplikasi']",daftar daftar daftar bank aceh langsung aplikasi daftar online unduh aplikasi admin suruh kantor bank aceh nggak solusi aplikasi admin mending hapus aplikasi
Dahlan Bengkel,6/19/2023 16:29,4,tolong perbaharui aplikasi agar ada menu pembaruan data seperti ganti email nomor smartphone karena sayang masyarakat yang jauh dari cabang bank  seperti saya,-18,NEGATIVE,perbaharui aplikasi ada menu pembaruan data ganti email nomor smartphone sayang masyarakat jauh cabang bank  saya,"['baharu', 'aplikasi', 'menu', 'baru', 'data', 'ganti', 'email', 'nomor', 'smartphone', 'sayang', 'masyarakat', 'cabang', 'bank']",baharu aplikasi menu baru data ganti email nomor smartphone sayang masyarakat cabang bank
Rivaldi Ramadhan,6/18/2023 0:33,1,jaringan bagus tapi nggak bisa masuk nyusahin aja,-3,NEGATIVE,jaringan bagus nggak masuk nyusahin aja,"['jaring', 'bagus', 'nggak', 'masuk', 'nyusahin', 'aja']",jaring bagus nggak masuk nyusahin aja
Hampa Tanpamu,6/17/2023 19:27,1,makin jelek saja pelayanan,-3,NEGATIVE,makin jelek pelayanan,"['jelek', 'layan']",jelek layan
Rahmati Jailani,6/17/2023 9:20,1,daftar mutasi nggak kelihatan parah banget fitur bank macam ini,-8,NEGATIVE,daftar mutasi kelihatan parah banget fitur bank macam,"['daftar', 'mutasi', 'parah', 'banget', 'fitur', 'bank']",daftar mutasi parah banget fitur bank
Nurul Abdullah,6/17/2023 0:53,1,kenapa tidak bisa masuk ke aplikasi action mobile malah di suruh cek koneksi padahal koneksibagus,-17,NEGATIVE,tidak masuk aplikasi action mobile malah suruh cek koneksi padahal koneksibagus,"['masuk', 'aplikasi', 'action', 'mobile', 'suruh', 'cek', 'koneksi', 'koneksibagus']",masuk aplikasi action mobile suruh cek koneksi koneksibagus
Riza Fuadi,6/16/2023 15:13,2,saya tidak bisa mendaftarwaktu mendaftar keluar data tidak di temukan,-19,NEGATIVE,mendaftarwaktu mendaftar keluar data tidak di temukan,"['mendaftarwaktu', 'daftar', 'data', 'temu']",mendaftarwaktu daftar data temu
Ry Luv,6/15/2023 18:50,1,saya transfer ke bsi sudah  jam masih pending bagaimana ceritanya ini,-3,NEGATIVE,transfer bsi  jam pending bagaimana ceritanya,"['transfer', 'bsi', 'jam', 'pending', 'cerita']",transfer bsi jam pending cerita
Muzar Maulana,6/14/2023 1:20,1,kenapa sekarang sudah seperti bsi saja masa mau masuk saja cek koneksi bagaimana sudah nggak jelas juga sering eror,-15,NEGATIVE,sekarang seperti bsi masa mau masuk cek koneksi bagaimana nggak jelas sering eror,"['bsi', 'masuk', 'cek', 'koneksi', 'nggak', 'eror']",bsi masuk cek koneksi nggak eror
Cut Diana,6/13/2023 19:08,5,lebih mudah dalam pembayaran belanja,6,POSITIVE,lebih mudah pembayaran belanja,"['mudah', 'bayar', 'belanja']",mudah bayar belanja
ralis sa,6/12/2023 12:10,1,kenapa aplikasinya enggak bisa buka layarnya hitam habis di unduh,-4,NEGATIVE,aplikasinya enggak buka layarnya hitam habis unduh,"['aplikasi', 'buka', 'layar', 'hitam', 'habis', 'unduh']",aplikasi buka layar hitam habis unduh
Rustam Ali,6/11/2023 23:46,3,untung ada aplikasi ini walaupun belum begitu sempurna tapi untuk proses penyetoran tarik tunai di teller sangat sangat lama karena banyak  yang bertransaksi tanpa nomor dan yang mempunyai nomor antri lama dan sangat lama baru di panggil jika ada permasalahan mengenai protes sangat lambat bahkan memakan waktu  minggu hari kerja,-20,NEGATIVE,untung aplikasi walaupun begitu sempurna untuk proses penyetoran tarik tunai teller sangat sangat lama banyak  bertransaksi nomor yang mempunyai nomor antri lama sangat lama baru panggil ada permasalahan mengenai protes sangat lambat bahkan memakan waktu  minggu hari kerja,"['untung', 'aplikasi', 'sempurna', 'proses', 'setor', 'tarik', 'tunai', 'teller', 'transaksi', 'nomor', 'nomor', 'antri', 'panggil', 'masalah', 'protes', 'lambat', 'makan', 'minggu', 'kerja']",untung aplikasi sempurna proses setor tarik tunai teller transaksi nomor nomor antri panggil masalah protes lambat makan minggu kerja
Fahmi M,6/9/2023 20:34,4,admin mohon ditambahkan layanan top up shopee pay dan juga pembayaran pbb untuk kota langsa,7,POSITIVE,admin mohon ditambahkan layanan top up shopee pay juga pembayaran pbb kota langsa,"['admin', 'mohon', 'layan', 'top', 'up', 'shopee', 'pay', 'bayar', 'pbb', 'kota', 'langsa']",admin mohon layan top up shopee pay bayar pbb kota langsa
Syahrial yal,6/8/2023 17:30,5,bank aceh mantap fiturnya sidah banyak,5,POSITIVE,bank aceh mantap fiturnya sidah banyak,"['bank', 'aceh', 'mantap', 'fiturnya', 'sidah']",bank aceh mantap fiturnya sidah
IHSAN,6/7/2023 17:50,1,bintang satu sudah cukup mau daftar agen link bank aceh sulit minta ampun nggak seperti agen bsi sangat mudah dan dipermudah lagi sama mareka,-11,NEGATIVE,bintang satu cukup mau daftar agen link bank aceh sulit minta ampun seperti agen bsi sangat mudah dipermudah sama mareka,"['bintang', 'daftar', 'agen', 'link', 'bank', 'aceh', 'sulit', 'ampun', 'agen', 'bsi', 'mudah', 'mudah', 'mareka']",bintang daftar agen link bank aceh sulit ampun agen bsi mudah mudah mareka
Eva Agustina Meha,6/7/2023 12:55,4,tolong dibuat fitur untuk pembayaran ke online shop shopee tokped lazada dan lain lain,-7,NEGATIVE,dibuat fitur pembayaran online shop shopee tokped lazada lain,"['fitur', 'bayar', 'online', 'shop', 'shopee', 'tokped', 'lazada']",fitur bayar online shop shopee tokped lazada
apa raoh,6/2/2023 9:43,5,bagaimana cara mengetahui nomor kartu atm kita yang sudah hilang tertelan tanpa mendatangi kantor bank terdekat atau adakah situs web resmi dari bank aceh agar nasabah bisa mengetahui nomor kartu atm  melalui situs web tersebut,-1,NEGATIVE,bagaimana cara mengetahui nomor kartu atm yang hilang tertelan mendatangi kantor bank terdekat adakah situs web resmi bank aceh nasabah mengetahui nomor kartu atm  melalui situs web tersebut,"['nomor', 'kartu', 'atm', 'hilang', 'tel', 'kantor', 'bank', 'dekat', 'ada', 'situs', 'web', 'resmi', 'bank', 'aceh', 'nasabah', 'nomor', 'kartu', 'atm', 'situs', 'web']",nomor kartu atm hilang tel kantor bank dekat ada situs web resmi bank aceh nasabah nomor kartu atm situs web
Mr. Shigi,6/2/2023 8:46,1,ini maksudnya apa tiba ada potongan pajak yang besarnya hampir rb sudah ada biaya admin tiba ada potongan pajak ini tidak ada dalam perjanjian saat pembukaan rekening tolong kejelasannya pajak apa ini jangan seenaknya potong uang orang,-30,NEGATIVE,maksudnya apa tiba potongan pajak besarnya hampir rb biaya admin tiba potongan pajak tidak ada dalam perjanjian pembukaan rekening kejelasannya pajak apa jangan seenaknya potong uang orang,"['maksud', 'potong', 'pajak', 'besar', 'rb', 'biaya', 'admin', 'potong', 'pajak', 'janji', 'buka', 'rekening', 'jelas', 'pajak', 'potong', 'uang', 'orang']",maksud potong pajak besar rb biaya admin potong pajak janji buka rekening jelas pajak potong uang orang
Ades Priadi,6/2/2023 0:03,1,sudah isi data yang sesuai saat daftar malah data enggak ditemukan bingung salahnya dimana,-12,NEGATIVE,isi data sesuai daftar malah data enggak ditemukan bingung salahnya,"['isi', 'data', 'sesuai', 'daftar', 'data', 'temu', 'bingung', 'salah']",isi data sesuai daftar data temu bingung salah
Arif Fajri,5/30/2023 16:42,4,koneksi terputus periksa kembali transaksi yang sudah dilakukan  saldo saya terpotong pulsanya enggak masuk masuk semoga tidak terjadi lagi kedepannya,-22,NEGATIVE,koneksi terputus periksa transaksi sudah dilakukan  saldo terpotong pulsanya enggak masuk masuk semoga terjadi kedepannya,"['koneksi', 'putus', 'periksa', 'transaksi', 'saldo', 'potong', 'pulsa', 'masuk', 'masuk', 'moga', 'depan']",koneksi putus periksa transaksi saldo potong pulsa masuk masuk moga depan
Bang Juna Officiall,5/28/2023 16:28,1,tidak bisa mendaftar padahal sudah isi email nomor atm dan pin tapi tetap nggak bisa msuk,-6,NEGATIVE,bisa mendaftar padahal isi email nomor atm pin tetap bisa msuk,"['daftar', 'isi', 'email', 'nomor', 'atm', 'pin', 'msuk']",daftar isi email nomor atm pin msuk
Risdeliana Amanda Amanda,5/28/2023 12:18,5,kenapa di aplikasi belum muncul tarik tunai tanpa kartu,2,POSITIVE,di aplikasi muncul tarik tunai kartu,"['aplikasi', 'muncul', 'tarik', 'tunai', 'kartu']",aplikasi muncul tarik tunai kartu
Syahawardi ST,5/27/2023 20:21,5,assalamualaikum kakak tolong di perbaharui dong fitur topup gopay driver untuk driver gojek dan top up voucher ovo untuk driver grab terimakasih,16,POSITIVE,assalamualaikum kakak di perbaharui dong fitur topup gopay driver driver gojek top up voucher ovo driver grab terimakasih,"['assalamualaikum', 'kakak', 'baharu', 'fitur', 'topup', 'gopay', 'driver', 'driver', 'gojek', 'top', 'up', 'voucher', 'ovo', 'driver', 'grab', 'terimakasih']",assalamualaikum kakak baharu fitur topup gopay driver driver gojek top up voucher ovo driver grab terimakasih
Yusnan PTK,5/24/2023 23:23,1,buka aplikasi langsung hilang alias layar hitam sudah bolak balik instal ulang tetap enggak bisa dan sudah ke layanan pelanggan bank cabang mareka pada binggung tolong kasih solusinya jangan suruh ke bank tapi enggak jalan keluar wahai para it,2,POSITIVE,buka aplikasi langsung hilang alias layar hitam bolak balik instal ulang tetap enggak dan layanan pelanggan bank cabang mareka binggung kasih solusinya jangan suruh ke bank enggak jalan keluar wahai it,"['buka', 'aplikasi', 'langsung', 'hilang', 'alias', 'layar', 'hitam', 'bolak', 'instal', 'ulang', 'layan', 'langgan', 'bank', 'cabang', 'mareka', 'binggung', 'kasih', 'solusi', 'suruh', 'bank', 'jalan', 'it']",buka aplikasi langsung hilang alias layar hitam bolak instal ulang layan langgan bank cabang mareka binggung kasih solusi suruh bank jalan it
Ella Sartika,5/24/2023 20:51,4,apakah aplikasi ini aman,-1,NEGATIVE,aplikasi aman,"['aplikasi', 'aman']",aplikasi aman
Ichsan Aulia,5/24/2023 11:23,1,kesal perbaharui sebelum perbaharui bisa kebuka tapi setelah disuruh perbaharui malah nggak bisa kebuka layar hilang hitam begitu saja tidak ada keluar apa apa,-26,NEGATIVE,kesal perbaharui perbaharui kebuka setelah disuruh perbaharui malah bisa kebuka layar hilang hitam saja ada keluar apa apa,"['kesal', 'baharu', 'baharu', 'buka', 'suruh', 'baharu', 'buka', 'layar', 'hilang', 'hitam']",kesal baharu baharu buka suruh baharu buka layar hilang hitam
Fajar Muhammad,5/21/2023 19:00,1,ini aplikasi bagaimana cara daftar  berapa kali saya daftar selalu tampil data anda tidak ditemukan data apa coba email benar nomor smartphone bener atm benar pin juga tapi masih salah sudah berapa kali saya daftar juga tidak bisa mohon buat fitur daftar banking dengan website,-38,NEGATIVE,aplikasi bagaimana cara daftar  berapa kali daftar selalu tampil data tidak ditemukan data apa coba email benar nomor smartphone bener atm benar pin tapi salah berapa kali daftar tidak mohon buat fitur daftar banking website,"['aplikasi', 'daftar', 'kali', 'daftar', 'tampil', 'data', 'temu', 'data', 'coba', 'email', 'nomor', 'smartphone', 'bener', 'atm', 'pin', 'salah', 'kali', 'daftar', 'mohon', 'fitur', 'daftar', 'banking', 'website']",aplikasi daftar kali daftar tampil data temu data coba email nomor smartphone bener atm pin salah kali daftar mohon fitur daftar banking website
Rizqan Arc,5/20/2023 19:01,3,setelah di perbaharui mengapa malah hilang kalau sudah bisa lagi saya kasih bintang  lagi,-9,NEGATIVE,di perbaharui malah hilang kalau bisa saya kasih bintang ,"['baharu', 'hilang', 'kasih', 'bintang']",baharu hilang kasih bintang
Sutiawan MPAW,5/20/2023 11:38,1,saya kirim uang  x melalui bifast terus yang masuk ke tujuan  x sedangkan saldo saya kepotong  x ini bagaimana sih,-7,NEGATIVE,kirim uang  x melalui bifast terus masuk tujuan  x saldo kepotong  x bagaimana sih,"['kirim', 'uang', 'x', 'bifast', 'masuk', 'tuju', 'x', 'saldo', 'potong', 'x', 'sih']",kirim uang x bifast masuk tuju x saldo potong x sih
Laila Sari,5/19/2023 6:57,1,sediakan fitur top up untuk dana baru saya kasih bintang,7,POSITIVE,sediakan fitur top up dana baru kasih bintang,"['sedia', 'fitur', 'top', 'up', 'dana', 'kasih', 'bintang']",sedia fitur top up dana kasih bintang
Ajmal The cat (Indonesia),5/19/2023 0:08,1,biaya admin untuk transfer ke bank lain dan bayar pln mahal masa bank syariah mahal dan kredit untuk asn pun besar bunga riba enggak ya apa enggak takut dosa nanti kalian di akhirat jika di hisab dengan riba,-19,NEGATIVE,biaya admin transfer bank bayar pln mahal masa bank syariah mahal dan kredit asn besar bunga riba enggak apa enggak takut dosa kalian akhirat di hisab riba,"['biaya', 'admin', 'transfer', 'bank', 'bayar', 'pln', 'mahal', 'bank', 'syariah', 'mahal', 'kredit', 'asn', 'bunga', 'riba', 'takut', 'dosa', 'akhirat', 'hisab', 'riba']",biaya admin transfer bank bayar pln mahal bank syariah mahal kredit asn bunga riba takut dosa akhirat hisab riba
budi boy,5/16/2023 18:25,1,kenapa saya tidak bisa daftar dengan alasan data tidak ditemukan,-18,NEGATIVE,saya bisa daftar alasan data ditemukan,"['daftar', 'alas', 'data', 'temu']",daftar alas data temu
Random Video,5/16/2023 11:38,1,tidak bisa masuk ke perangkat baru terimakasih sudah mempersulit untuk masuk kembali salam dari nasabah mu,-5,NEGATIVE,bisa masuk perangkat baru terimakasih mempersulit masuk salam nasabah mu,"['masuk', 'perangkat', 'terimakasih', 'sulit', 'masuk', 'salam', 'nasabah', 'mu']",masuk perangkat terimakasih sulit masuk salam nasabah mu
Muhammad Syahputra,5/15/2023 18:32,1,tidak bisa dibukaseminggu ini hanya muncul layar hitam kalau masuk di perangkat smartphone lain malah muncul notifikasi perangkat tidak terdaftar bagaimana ini,-27,NEGATIVE,bisa dibukaseminggu hanya muncul layar hitam kalau masuk perangkat smartphone malah muncul notifikasi perangkat terdaftar bagaimana,"['dibukaseminggu', 'muncul', 'layar', 'hitam', 'masuk', 'perangkat', 'smartphone', 'muncul', 'notifikasi', 'perangkat', 'daftar']",dibukaseminggu muncul layar hitam masuk perangkat smartphone muncul notifikasi perangkat daftar
R2 Channel,5/15/2023 1:05,1,enggak jelas aplikasi  mau ganti ganti smartphone tidak bisa pakai lagi aplikasi,-7,NEGATIVE,enggak jelas aplikasi  mau ganti ganti smartphone bisa pakai aplikasi,"['aplikasi', 'ganti', 'ganti', 'smartphone', 'pakai', 'aplikasi']",aplikasi ganti ganti smartphone pakai aplikasi
2G,5/14/2023 20:53,2,aplikasinya kadang susah untuk dibuka layar jadi gelap,-5,NEGATIVE,aplikasinya kadang susah dibuka layar jadi gelap,"['aplikasi', 'kadang', 'susah', 'buka', 'layar', 'gelap']",aplikasi kadang susah buka layar gelap
Idar Riztan,5/14/2023 14:24,4,tolong tambahkan menu top up shopee pay dong,6,POSITIVE,tambahkan menu top up shopee pay dong,"['tambah', 'menu', 'top', 'up', 'shopee', 'pay']",tambah menu top up shopee pay
Dian Mayasari,5/13/2023 17:53,4,aplikasinya mudah dijalankan dan simpel,6,POSITIVE,aplikasinya mudah dijalankan simpel,"['aplikasi', 'mudah', 'jalan', 'simpel']",aplikasi mudah jalan simpel
muhammad isa muhammad,5/13/2023 17:45,1,kenapa saya nggak bisa daftar aplikasi apa ini,-11,NEGATIVE,saya bisa daftar aplikasi apa,"['daftar', 'aplikasi']",daftar aplikasi
ms wg,5/12/2023 20:43,1,saya unduh aplikasi mbanking bank aceh syariah tapi layarnya hilang,-5,NEGATIVE,unduh aplikasi mbanking bank aceh syariah layarnya hilang,"['unduh', 'aplikasi', 'mbanking', 'bank', 'aceh', 'syariah', 'layar', 'hilang']",unduh aplikasi mbanking bank aceh syariah layar hilang
Kesya Az-Zahra,5/12/2023 12:30,2,kenapa tidak bisa daftar,-7,NEGATIVE,tidak daftar,['daftar'],daftar
Roel Arul,5/12/2023 8:53,5,tarik tunai tanpa kartu mohon diperbaharui,5,POSITIVE,tarik tunai kartu mohon diperbaharui,"['tarik', 'tunai', 'kartu', 'mohon', 'baharu']",tarik tunai kartu mohon baharu
Eres Brew,5/12/2023 8:24,5,bank aceh syariah emang terbaik,5,POSITIVE,bank aceh syariah emang terbaik,"['bank', 'aceh', 'syariah', 'emang', 'baik']",bank aceh syariah emang baik
Muhammad Hendrik,5/11/2023 22:24,1,pindah aplikasi ke smartphone lain susah minta ampun sudah mendatangi bank juga tidak bisa hanya disuruh menunggu entah sampai kapan,-29,NEGATIVE,pindah aplikasi smartphone susah minta ampun mendatangi bank tidak hanya disuruh menunggu entah kapan,"['pindah', 'aplikasi', 'smartphone', 'susah', 'ampun', 'bank', 'suruh', 'tunggu']",pindah aplikasi smartphone susah ampun bank suruh tunggu
Nanda widya Ningsih,5/11/2023 16:08,2,belum ada buka rekening online,1,POSITIVE,ada buka rekening online,"['buka', 'rekening', 'online']",buka rekening online
